star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Name,Teff,logg,vsini,SimbadName,_RA,_DE
TIC 294207072,108.10792,-59.143162,,,294207072.0,,,,2MASS J07122590-5908353,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,7.257,9.998,TIC,2019AJ....158..138S,16.704,0.262,TIC,2019AJ....158..138S,15.977,,TIC,2019AJ....158..138S,7.657,0.5,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 195104,6132.84,4.26,3.21,HD 195104,307.29876,4.4566
TIC 84331853,57.775666,25.593821,,,84331853.0,,,,2MASS J03510615+2535377,,,,tic_bright,,,,,,,,,,,9.56,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.36,,TIC,2019AJ....158..138S,12.49,0.194,TIC,2019AJ....158..138S,12.748,0.206,TIC,2019AJ....158..138S,7.686,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.634461,9.013485,6.696967699882458e+16,3.634461,9.013485,6.696967699882458e+16,0,0,,,,,,,0,,HD 12414,6203.66,4.12,2.21,HD 12414,30.46862,7.86437
TIC 160535836,241.624065,75.776908,,,160535836.0,,,,2MASS J16062977+7546368,4567-00172-1,WDS J16065+7547AB,BD+76   591,tic_bright,-24.6,1.3,-6.6,1.2,TIC tic7,2019AJ....158..138S,,,,,9.35,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.74,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.525,0.018,TIC,2019AJ....158..138S,7.247,0.021,TIC,2019AJ....158..138S,7.165,0.016,TIC,2019AJ....158..138S,7.689,0.017,,,,,,,,,,,,,,,,,0,F8,,1,5867.046694776259,,Pecaut_and_Mamajek_2013,Calculated Value,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.399207,9.136342,1.7037494153474227e+18,0.399207,9.136342,1.7037494153474227e+18,1,0,AB,0.5,-0.4800000000000004,,,,0,,HD 174912,5915.62,4.38,-0.16,HD 174912,282.85491,38.62657
TIC 158851047,269.997197,24.810863,,,158851047.0,,,,2MASS J17595932+2448391,2094-02151-1,WDS J18000+2449AB,BD+24  3298,tic_bright,-1.9,1.0,0.4,0.9,TIC tic7,2019AJ....158..138S,,,,,9.82,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.69,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.815,0.018,TIC,2019AJ....158..138S,6.305,0.021,TIC,2019AJ....158..138S,6.159,0.021,TIC,2019AJ....158..138S,7.69,0.028,,,,,,,,,,,,,,,,,0,G5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,0.086037,9.031056,4.582419290939565e+18,0.086037,9.031056,4.582419290939565e+18,1,0,AB,0.3,0.0,,,,0,,HD 150433,5728.25,4.55,-0.3,HD 150433,250.28423,-2.85728
TIC 55500829,71.900289,-62.824963,,,55500829.0,,,,2MASS J04473606-6249298,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,7.293,9.995,TIC,2019AJ....158..138S,16.84,0.361,TIC,2019AJ....158..138S,16.956,,TIC,2019AJ....158..138S,7.693,0.5,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 132756,5838.8,4.76,18.95,HD 132756,225.14581,8.60017
TIC 229602478,197.62605138395,-25.88875029626,197.62606823962,-25.88873023213,229602478.0,6.18762977841409e+18,6.18762978271039e+18,,2MASS J13103048-2553196,6703-00845-1,WDS J13105-2553AB,HD 114404,tic_bright,-178.5,2.0,11.6,1.5,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,9.16,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.4,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.035,0.019,TIC,2019AJ....158..138S,6.698,0.026,TIC,2019AJ....158..138S,6.619,0.024,TIC,2019AJ....158..138S,7.715,0.007,8.868044,0.007479,gaia_dr3,2023A&A...674A...1G,8.560407,0.002835,7.646209,0.003866,,,,,,,,,0,G8V,1988MSS...C04....0H,1,5491.76040307588,70.0,using_TIC_relation,Calculated Value,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,,,,,,,1,0,AB,0.3,0.1999999999999993,,,,0,,HD 189067,5875.02,4.23,0.67,HD 189067,299.33241,24.08816
TIC 311865516,66.666248,-49.937523,,,311865516.0,,,,2MASS J04263989-4956150,,,,tic_bright,,,,,,,,,,,10.09,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,10.37,,TIC,2019AJ....158..138S,14.811,0.408,TIC,2019AJ....158..138S,14.993,0.219,TIC,2019AJ....158..138S,7.726,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.174054,9.929983,4.781692884271237e+18,2.547309,20.005629,4.781692819848661e+18,0,0,,,,,,,0,,HD 138573,5757.14,4.43,0.14,HD 138573,233.18189,10.9683
TIC 29922518,24.460711,-14.94052,,,29922518.0,,,,2MASS J01375057-1456258,,,,tic_bright,,,,,,,,,,,10.16,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,10.284,,TIC,2019AJ....158..138S,13.743,0.4,TIC,2019AJ....158..138S,14.66,0.218,TIC,2019AJ....158..138S,7.732,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.722179,9.509685,2.4534824455905485e+18,4.722179,9.509685,2.4534824455905485e+18,0,0,,,,,,,0,,HD 98388,6219.38,4.15,11.45,HD 98388,169.77756,13.39075
TIC 141276792,190.544713,26.360988,,,141276792.0,,,61986.0,2MASS J12421073+2621395,1992-00073-1,WDS J12422+2622AB,HD 110465,tic_near,-8.23,2.0,60.83,2.0,TIC tic7,2019AJ....158..138S,,,,,10.33,0.02,Simbad 1997JApA...18..161Y,1997JApA...18..161Y,9.28,0.02,Simbad 1997JApA...18..161Y,1997JApA...18..161Y,,,,,,,,,7.287,0.02,TIC,2019AJ....158..138S,6.776,0.021,TIC,2019AJ....158..138S,6.626,0.02,TIC,2019AJ....158..138S,7.734,0.017,,,,,,,,,22.72,1.47,TIC hip,2019AJ....158..138S,44.014084507042256,2.8477422634397938,TIC plx hip,2019AJ....158..138S,0,K5V,1997JApA...18..161Y,1,4481.0,,TIC,2019AJ....158..138S,4.187283520866285,,calculated_from_M_and_R,Calculated Value,,,,,-0.049,0.051,TIC,2019AJ....158..138S,-0.341986935650476,0.0877981098660132,update McDonald2017,2017MNRAS.471..770M,1.119204091615048,,calc_from_L_and_Teff,Calculated Value,0.7031281281756355,0.0782802294968196,TIC_teff_mass_relation,Calculated Value,0,,,,,,1.379723,9.508714,3.9613305642513715e+18,1.379723,9.508714,3.9613305642513715e+18,1,0,AB,0.3,-0.0099999999999997,,,,0,,HD 94280,6074.93,4.29,4.16,HD 94280,163.20393,-6.82199
TIC 302437136,262.327971,8.184072,,,302437136.0,,,,2MASS J17291871+0811026,0991-01204-1,WDS J17293+0811AB,HD 158491,tic_bright,-4.6,2.8,-9.8,2.8,TIC tic7,2019AJ....158..138S,,,,,9.9,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.79,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.773,0.023,TIC,2019AJ....158..138S,6.241,0.038,TIC,2019AJ....158..138S,6.061,0.027,TIC,2019AJ....158..138S,7.737,0.032,,,,,,,,,,,,,,,,,0,K0,1993yCat.3135....0C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.227839,9.079295,4.490258432454873e+18,0.227839,9.079295,4.490258432454873e+18,1,0,AB,0.3,0.200000000000001,,,,0,,HD 99492,4887.33,4.47,0.74,HD 99492,171.69283,3.00632
TIC 287081516,220.640165,19.479681,,,287081516.0,,,71914.0,2MASS J14423363+1928468,1480-00302-1,WDS J14426+1929AB,BD+20  3010,tic_bright,-254.0,8.0,-154.0,8.0,TIC tic7,2019AJ....158..138S,11.616,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,10.364,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.043,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.242,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.553,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.596,0.019,TIC,2019AJ....158..138S,5.972,0.029,TIC,2019AJ....158..138S,5.824,0.017,TIC,2019AJ....158..138S,7.739,0.029,,,,,,,,,46.34,2.17,Simbad 2007A&A...474..653V,2007A&A...474..653V,21.58,1.01,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,0,M0V,1974ApJS...28....1J,1,4138.0,125.0,McDonald2017,2017MNRAS.471..770M,4.399430096735895,0.0988862300141509,calculated_from_M_and_R,Calculated Value,4.067,,McDonald2017,2017MNRAS.471..770M,,,,,-0.7281583934635011,0.0663972657842702,update McDonald2017,2017MNRAS.471..770M,0.8413805638327326,0.0819797235978958,calc_from_L_and_Teff,Calculated Value,0.647660514240872,0.076276702150001,TIC_teff_mass_relation,Calculated Value,0,,,,,,5.053681,9.118815,1.2376930651302093e+18,5.053681,9.118815,1.2376930651302093e+18,1,0,AB,0.4,0.2800000000000011,,,,0,,HD 122652,6126.82,4.32,1.43,HD 122652,210.63183,31.66086
TIC 11895653,178.45756125256,53.69474969408,,,11895653.0,,,58001.0,2MASS J11534983+5341408,3833-01034-1,WDS J11538+5342A,* gam UMa,tic_near,108.0,8.0,11.0,8.0,TIC sblink,2019AJ....158..138S,2.44,0.01,Simbad 1986A&AS...65..405O,1986A&AS...65..405O,2.45,0.007,Simbad 1991A&AS...89..415O,1991A&AS...89..415O,2.44,0.009,Simbad 1991A&AS...89..415O,1991A&AS...89..415O,2.44,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.47,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.381,0.29,TIC,2019AJ....158..138S,2.487,0.174,TIC,2019AJ....158..138S,2.429,0.288,TIC,2019AJ....158..138S,7.744,0.17,,,,,,,,,38.99,0.68,TIC hip,2019AJ....158..138S,25.6476,0.4473,TIC hip,2019AJ....158..138S,0,A0Ve+K2V,2013MNRAS.428.3104E,1,9311.0,,TIC,2019AJ....158..138S,3.811882643735924,,calculated_from_M_and_R,Calculated Value,,,,,,,,,1.8303537103300327,,Pecaut_and_Mamajek_2013,Calculated Value,3.1610898967458705,,calc_from_L_and_Teff,Calculated Value,2.363135965047291,0.3171397257558868,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,A,999.9,5.8100000000000005,,,,0,,HD 159909,5719.37,4.34,0.59,HD 159909,264.20917,10.57453
TIC 500151505,81.11945499127,-2.39734527347,,,500151505.0,3.214077516843476e+18,,,,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.753,0.6,8.1828,,,,6.347,,8.62351,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.046958,3.61537,3.214077516844989e+18,1.046958,3.61537,3.214077516844989e+18,0,0,,,,,,,0,,HD 150933,6046.77,4.2,0.08,HD 150933,250.8754,20.71611
TIC 79410842,90.267943,28.611917,,,79410842.0,,,,2MASS J06010430+2836429,,,,tic_bright,,,,,,,,,,,10.31,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.992,,TIC,2019AJ....158..138S,13.254,0.305,TIC,2019AJ....158..138S,14.357,0.189,TIC,2019AJ....158..138S,7.755,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.289118,9.621699,3.4314113145211284e+18,4.289118,9.621699,3.4314113145211284e+18,0,0,,,,,,,0,,HD 151288,4782.34,4.21,-5.9,HD 151288,251.27646,33.50923
TIC 388509383,357.06701371714,82.78604873228,357.06722258687,82.78605182423,388509383.0,2.2874671161925532e+18,2.2874671161948393e+18,,2MASS J23481491+8247100,4650-00074-1,WDS J23482+8247AB,HD 223384,tic_bright,149.7,2.0,-1.9,3.6,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,9.3,0.0,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,8.72,0.0,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,8.77,0.07,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.112,0.018,TIC,2019AJ....158..138S,6.871,0.027,TIC,2019AJ....158..138S,6.796,0.027,TIC,2019AJ....158..138S,7.757,0.006,8.727999,0.015977,gaia_dr3,2023A&A...674A...1G,8.532019,0.003219,7.686419,0.004015,,,,,,,,,0,K0,1993yCat.3135....0C,0,5733.0,,Simbad 2009A&A...504..829G,2009A&A...504..829G,,,,,,,,,0.2,,Simbad 2009A&A...504..829G,2009A&A...504..829G,,,,,,,,,,,,,0,,,,,1.0,8.592411,18.793785,2.287467116193496e+18,8.592411,18.793785,2.287467116193496e+18,1,0,AB,0.5,0.0699999999999985,,,,0,,HD 7047,5947.52,4.28,0.6,HD 7047,17.72618,9.5639
TIC 384708922,257.285521,-81.32399,,,384708922.0,,,,2MASS J17090852-8119263,,,,tic_bright,,,,,,,,,,,8.69,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,10.093,,TIC,2019AJ....158..138S,13.357,0.253,TIC,2019AJ....158..138S,13.212,0.304,TIC,2019AJ....158..138S,7.761,0.201,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.818856,8.503738,5.7745366327273e+18,1.241344,17.837536,5.774536628431316e+18,0,0,,,,,,,0,,HD 124694,6170.44,4.33,17.04,HD 124694,213.46386,46.32517
TIC 90585844,301.761511,32.284199,,,90585844.0,,,,2MASS J20070276+3217031,,,,tic_bright,,,,,,,,,,,8.8,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.832,,TIC,2019AJ....158..138S,13.415,0.177,TIC,2019AJ....158..138S,13.005,0.091,TIC,2019AJ....158..138S,7.762,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.568094,8.772027,2.05505203910214e+18,2.33496,20.444046,2.0550520390807626e+18,0,0,,,,,,,0,,HD 183658,5813.65,4.43,0.18,HD 183658,292.71966,-6.51442
TIC 323857395,290.151806,6.643054,,,323857395.0,,,,2MASS J19203643+0638349,,,,tic_bright,,,,,,,,,,,8.61,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,7.399,0.081,TIC,2019AJ....158..138S,7.233,0.094,TIC,2019AJ....158..138S,7.254,0.033,TIC,2019AJ....158..138S,7.767,0.084,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2.260787,8.021214,4.294093459140709e+18,1.795526,10.591211,4.294093463467312e+18,0,0,,,,,,,0,,HD 177153,6057.38,4.3,2.01,HD 177153,285.41533,41.49009
TIC 958073811,199.48036925412,-68.49591747407,,,958073811.0,5.845211384748418e+18,,,,,,,tic_bright,,,,,,,,,,,,,,,7.846,0.046,TIC gaia2,2019AJ....158..138S,,,,,,,,,,,,,,,,,,,,,7.782,0.009,7.82544,,,,6.71337,,6.59154,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.806663,7.022144,5.845211384770372e+18,0.806663,7.022144,5.845211384770372e+18,0,0,,,,,,,0,,HD 183870,5004.04,4.54,2.34,HD 183870,293.02793,-11.27494
TIC 154728907,259.932158,-31.691818,,,154728907.0,,,,2MASS J17194371-3141305,,,,tic_bright,,,,,,,,,,,9.86,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,7.164,9.998,TIC,2019AJ....158..138S,7.012,0.206,TIC,2019AJ....158..138S,7.157,0.146,TIC,2019AJ....158..138S,7.789,9.998,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.360012,8.390044,5.979643032171299e+18,0.559855,17.394047,5.979643036532398e+18,0,0,,,,,,,0,,HD 223084,6115.31,4.35,5.09,HD 223084,356.6421,-8.99701
TIC 293521985,142.831,-13.4887,,,293521985.0,5.690031948585515e+18,,46706.0,2MASS J09311936-1329192,5472-00348-1,WDS J09313-1329AB,Ross  440,tic_near,723.0,8.0,54.0,8.0,TIC tic7,2019AJ....158..138S,12.734,0.007,Simbad 1992AJ....104..340L,1992AJ....104..340L,11.568,0.0013,Simbad 2009AJ....137.4186L,2009AJ....137.4186L,10.067,0.0025,Simbad 2009AJ....137.4186L,2009AJ....137.4186L,9.0,0.003,Simbad 2009AJ....137.4186L,2009AJ....137.4186L,7.682,0.0034,Simbad 2009AJ....137.4186L,2009AJ....137.4186L,6.361,0.02,TIC,2019AJ....158..138S,5.755,0.029,TIC,2019AJ....158..138S,5.511,0.02,TIC,2019AJ....158..138S,7.802,0.022,,,,,,,,,94.95,4.31,TIC hip,2019AJ....158..138S,10.5318588730911,0.4780654212008703,TIC plx hip,2019AJ....158..138S,0,M3V,1991ApJS...77..417K,1,3479.0,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,4.452071630789024,,calculated_from_M_and_R,Calculated Value,,,,,-0.01,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,-1.1636399305201903,0.0631892469541754,update McDonald2017,2017MNRAS.471..770M,0.7209810036065879,,calc_from_L_and_Teff,Calculated Value,0.5368483809217346,0.0126718518775264,Mann2019,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.4,0.1999999999999993,,,,0,,HD 155060,6062.65,4.4,1.26,HD 155060,256.98262,32.10548
TIC 259476486,70.65864,-52.163937,,,259476486.0,,,,2MASS J04423807-5209501,8082-00075-1,WDS J04426-5210AB,HD  30186,tic_bright,7.9,1.5,5.4,1.3,TIC tic7,2019AJ....158..138S,,,,,9.67,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.68,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.977,0.018,TIC,2019AJ....158..138S,6.56,0.033,TIC,2019AJ....158..138S,6.41,0.023,TIC,2019AJ....158..138S,7.803,0.029,,,,,,,,,,,,,,,,,0,G8III,1978MSS...C02....0H,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.143168,9.015018,4.778035908597253e+18,0.143168,9.015018,4.778035908597253e+18,1,0,AB,0.5,-0.2699999999999996,,,,0,,HD 147512,5584.33,4.52,-0.27,HD 147512,245.63634,-4.24925
TIC 1001113022,206.88435898896,49.31320798716,206.88432674381,49.31320180722,1001113022.0,1.510374147841193e+18,1.51037414784422e+18,67301.0,2MASS J13473244+4918477,3467-1257-1,,* eta UMa,tic_bright,-121.17,0.1500000059604644,-14.91,0.1700000017881393,Simbad 2007A&A...474..653V,2007A&A...474..653V,0.9900000095367432,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.6699999570846558,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.8600000143051147,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.9800000190734863,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.1600000858306885,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.240000009536743,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.407999992370605,0.1940000057220459,Simbad 2003yCat.2246....0C,2003yCat.2246....0C,2.3499999046325684,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.813,0.6,1.881019,0.005632,gaia_dr3,2023A&A...674A...1G,2.471938,0.049228,2.306414,0.041056,,,,,,,,,0,B3V,1973ARA&A..11...29M,0,17870.0,,Simbad 2009A&A...501..297Z,2009A&A...501..297Z,4.398932888173931,,calculated_from_M_and_R,Calculated Value,,,,,,,,,2.7388106727510624,0.4342944819032517,McDonald2017,2017MNRAS.471..770M,2.442355487291547,,calc_from_L_and_Teff,Calculated Value,5.451085742459493,0.6218841647633275,TIC_teff_mass_relation,Calculated Value,1,,,,,1.0,,,,,,,1,0,,,,,,,0,,HD 73668,5967.93,4.42,0.59,HD 73668,129.93251,5.76424
TIC 1525321,156.578533,-17.748261,,,1525321.0,,,,2MASS J10261885-1744537,6065-00378-1,,HD  90462,tic_near,-120.0,8.0,-12.0,8.0,TIC tic7,2019AJ....158..138S,,,,,9.578,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.263,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.113,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.079,0.026,TIC,2019AJ....158..138S,6.717,0.021,TIC,2019AJ....158..138S,6.612,0.026,TIC,2019AJ....158..138S,7.828,0.034,,,,,,,,,,,,,36.7461,,TIC,2019AJ....158..138S,0,K0V,1988MSS...C04....0H,1,5231.0,,TIC,2019AJ....158..138S,4.8862155396282585,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-0.6685818492242938,,Pecaut_and_Mamajek_2013,Calculated Value,0.5638872568386599,,calc_from_L_and_Teff,Calculated Value,0.8923443386628453,0.1046785090330769,TIC_teff_mass_relation,Calculated Value,0,,,,,,2.003763,8.919897,3.748158830405407e+18,2.003763,8.919897,3.748158830405407e+18,0,0,,,,,,,0,,HD 216899,4916.47,4.22,-3.89,HD 216899,344.14502,16.55343
TIC 254526194,235.79850977066,-44.72070822074,,,254526194.0,5.988906181427994e+18,,76990.0,2MASS J15431186-4443124,7849-01177-2,WDS J15432-4443AB,HD 140011,tic_bright,-155.63,2.1,-139.16,1.76,Simbad 2007A&A...474..653V,2007A&A...474..653V,,,,,10.17,0.07,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.45,0.07,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.21,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,6.945,0.021,TIC,2019AJ....158..138S,6.487,0.031,TIC,2019AJ....158..138S,6.359,0.021,TIC,2019AJ....158..138S,7.836,0.006,8.44784,,,,8.96343,,7.75747,,27.88,1.95,Simbad 2007A&A...474..653V,2007A&A...474..653V,35.86800573888092,2.5087019795845693,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,K2.5Vk:,2006AJ....132..161G,1,4774.0,,gcs_reanalysis,2011A&A...530A.138C,4.346923287939206,,calculated_from_M_and_R,Calculated Value,,,,,-0.26,,gcs_reanalysis,2011A&A...530A.138C,-0.3301462727603069,,calc_from_gaia,Calculated Value,0.9995733739380478,,calc_from_L_and_Teff,Calculated Value,0.81,0.0299999999999999,gcs_reanalysis,2011A&A...530A.138C,0,7.4,4.654999999999999,gcs_reanalysis,2011A&A...530A.138C,,0.247301,9.153395,5.98890618144596e+18,0.247301,9.153395,5.98890618144596e+18,1,0,AB,0.4,0.6999999999999993,,,,0,,HD 13531,5588.08,4.48,5.53,HD 13531,33.30556,40.50759
TIC 471011153,90.081558,-31.028713,,,471011153.0,,,28442.0,2MASS J06001940-3101494,,,HD  40887,tic_near,-378.63,35.99,1015.19,34.64,TIC tic7,2019AJ....158..138S,9.993,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.013,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.873,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.163,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.526,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.659,0.02,Simbad 2003yCat.2246....0C,2003yCat.2246....0C,5.07,0.027,Simbad 2003yCat.2246....0C,2003yCat.2246....0C,4.902,0.018,Simbad 2003yCat.2246....0C,2003yCat.2246....0C,7.85,,,,,,,,,,61.0,21.39,Simbad 2007A&A...474..653V,2007A&A...474..653V,16.39,5.75,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,0,K5V+K5V,1964RGOB...85..207E,1,4423.865558482425,,Pecaut_and_Mamajek_2013,Calculated Value,4.358956693674161,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-0.5425931418923241,,Pecaut_and_Mamajek_2013,Calculated Value,0.911490682140437,,calc_from_L_and_Teff,Calculated Value,0.6924581531507225,0.0776335479575633,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 214749,4646.63,4.5,3.48,HD 214749,340.18077,-29.67448
TIC 286377696,260.627094,25.77706,,,286377696.0,,,,2MASS J17223050+2546374,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,7.355,9.998,TIC,2019AJ....158..138S,17.589,,TIC,2019AJ....158..138S,16.086,0.286,TIC,2019AJ....158..138S,7.855,0.75,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 202108,5732.67,4.56,0.53,HD 202108,318.24016,30.80951
TIC 620249312,28.66048011219,20.80756619006,,,620249312.0,9.705434235600102e+16,,,,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.859,0.6,8.28852,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 173739,5199.86,4.48,-2.17,HD 173739,280.6946,59.63039
