star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Star,Teff,logg,Vtur,SimbadName,_RA,_DE
TIC 311407476,264.294879,27.896378,,,311407476.0,,4.5954419410169887e+18,86221.0,2MASS J17371077+2753470,2084-00608-1,WDS J17372+2754AB,BD+27  2853,tic_near,-82.21,2.0,239.24,2.0,TIC tic7,2019AJ....158..138S,,,,,10.35,0.03,Simbad 2002A&A...384..180F,2002A&A...384..180F,9.22,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,9.039,0.05,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.001,0.032,TIC,2019AJ....158..138S,6.425,0.029,TIC,2019AJ....158..138S,6.302,0.018,TIC,2019AJ....158..138S,8.033,0.039,,,,,,,,,33.91,3.88,TIC hip,2019AJ....158..138S,29.489826010026544,3.374241371834356,TIC plx hip,2019AJ....158..138S,0,K5,1985ApJS...59..197B,1,4388.0,125.0,McDonald2017,2017MNRAS.471..770M,4.386668956855565,0.1661775789713814,calculated_from_M_and_R,Calculated Value,4.246,,McDonald2017,2017MNRAS.471..770M,,,,,-0.5883854186965385,0.1509048193192541,update McDonald2017,2017MNRAS.471..770M,0.8788741637044643,0.1606923377298547,calc_from_L_and_Teff,Calculated Value,0.6862063378783881,0.0773061835789831,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.2,0.5899999999999999,,,,1,HIP 86221,HD98356,5322,4.41,0.84,HD98356,169.66543,-10.12621
TIC 382651090,55.0368,-60.5998,,,382651090.0,,,,2MASS J03400883-6035593,,,L  128-7,tic_near,-132.42,2.0,-177.57,2.0,TIC tic7,2019AJ....158..138S,,,,,14.07,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,12.54,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,12.18,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.998,0.023,TIC,2019AJ....158..138S,8.432,0.029,TIC,2019AJ....158..138S,8.13,0.026,TIC,2019AJ....158..138S,10.319,0.04,,,,,,,,,,,,,42.8105,,TIC,2019AJ....158..138S,0,M3,2014MNRAS.443.2561G,1,3600.0,,Simbad 2020AJ....160...83S,2020AJ....160...83S,5.013571033216154,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.616543703475247,,update_TIC,Calculated Value,0.3997383279778669,,calc_from_L_and_Teff,Calculated Value,0.6012498611037739,0.0150647864590415,Mann2019,Calculated Value,0,,,,,,3.453417,12.075934,4.680679896329147e+18,3.453417,12.075934,4.680679896329147e+18,0,0,,,,,,,0,,HD109423,5074,4.44,0.87,HD109423,188.70296,-41.2346
TIC 382258517,82.5775,-53.9801,,,382258517.0,,,,2MASS J05301858-5358483,,WDS J05303-5359AB,L  234-26,tic_near,47.24,2.0,645.45,2.0,TIC tic7,2019AJ....158..138S,,,,,13.44,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.93,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.57,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.71,0.03,Simbad 2005yCat.2263....0D,2005yCat.2263....0D,7.913,0.021,TIC,2019AJ....158..138S,7.283,0.044,TIC,2019AJ....158..138S,7.013,0.024,TIC,2019AJ....158..138S,9.412,0.04,,,,,,,,,40.9,12.3,Simbad 1995GCTP..C......0V,1995GCTP..C......0V,24.449877750611247,7.35289722084397,Simbad plx 1995GCTP..C......0V,1995GCTP..C......0V,1,M3,2006AJ....132..866R,1,3479.0,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,4.730032314202009,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.4030950203611454,,Pecaut_and_Mamajek_2013,Calculated Value,0.5472632398308078,,calc_from_L_and_Teff,Calculated Value,0.5866205074265508,0.0147460323833945,Mann2019,Calculated Value,0,,,,,,6.943577,11.439157,4.768573069149123e+18,6.943577,11.439157,4.768573069149123e+18,1,0,AB,0.2,0.8999999999999986,,,,0,,HD131565,5612,4.47,0.72,HD131565,224.53961,-68.59076
TIC 382200208,81.6177,-55.0159,,,382200208.0,,,,2MASS J05262823-5500573,,,L  180-29,tic_near,230.0,8.0,425.0,8.0,TIC tic7,2019AJ....158..138S,,,,,15.31,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.62,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.23,0.07,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,9.65,0.024,TIC,2019AJ....158..138S,9.064,0.024,TIC,2019AJ....158..138S,8.798,0.023,TIC,2019AJ....158..138S,11.168,0.077,,,,,,,,,,,,,48.33,,TIC,2019AJ....158..138S,0,M3,,1,3169.394139081323,,Pecaut_and_Mamajek_2013,Calculated Value,4.988719817942007,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.8594919569618205,,update_TIC,Calculated Value,0.389900835122369,,calc_from_L_and_Teff,Calculated Value,0.5402073905260363,0.0128231914089798,Mann2019,Calculated Value,0,,,,,,8.03079,13.09527,4.769935054817669e+18,7.843543,13.114085,4.769935054816299e+18,0,0,,,,,,,0,,HD91267,4928,4.48,0.26,HD91267,157.78645,-53.25763
TIC 219415705,79.3799,-52.9371,,,219415705.0,4.770436260320073e+18,,,2MASS J05173116-5256137,,,L  233-25,tic_near,447.0,8.0,223.0,8.0,TIC tic7,2019AJ....158..138S,,,,,14.79,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.23,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,12.88,0.05,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,9.317,0.026,TIC,2019AJ....158..138S,8.818,0.025,TIC,2019AJ....158..138S,8.557,0.024,TIC,2019AJ....158..138S,10.812,0.04,,,,,,,,,,,,,36.8749,,TIC,2019AJ....158..138S,0,M2.5,,1,3367.429767968899,,Pecaut_and_Mamajek_2013,Calculated Value,5.14256693937403,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.9546770212133424,,update_TIC,Calculated Value,0.3095401871148378,,calc_from_L_and_Teff,Calculated Value,0.4852140787200565,0.0108870529535124,Mann2019,Calculated Value,0,,,,,,7.725321,12.802651,4.770436260320073e+18,3.540803,20.067234,4.770436260320688e+18,0,0,,,,,,,0,,HD90133,5064,4.42,0.37,HD90133,155.79922,-48.33507
TIC 170806089,70.0054,-31.0753,,,170806089.0,,4.87784370294873e+18,21733.0,2MASS J04400130-3104314,7039-01524-3,WDS J04400-3105AB,CD-31  1974,tic_near,20.39,2.0,159.14,2.0,TIC tic7,2019AJ....158..138S,,,,,12.592,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.117,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,10.723,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.999,0.024,TIC,2019AJ....158..138S,7.39,0.038,TIC,2019AJ....158..138S,7.17,0.021,TIC,2019AJ....158..138S,9.244,0.04,,,,,,,,,33.44,1.99,TIC hip,2019AJ....158..138S,29.90430622009569,1.779592385705456,TIC plx hip,2019AJ....158..138S,0,M0.5Vke,2006AJ....132..161G,1,3739.0,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,4.541249935575964,,calculated_from_M_and_R,Calculated Value,,,,,-0.15,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,-1.059948869147393,0.0916202397322388,update McDonald2017,2017MNRAS.471..770M,0.7033431788704924,,calc_from_L_and_Teff,Calculated Value,0.627360062459814,0.0152035182204518,Mann2019,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.0,0.8499999999999996,,,,0,,HIP57688,4712,4.32,0.37,HIP57688,177.46694,-42.95957
TIC 631748471,28.98884994125,-51.60966716595,,,631748471.0,4.937200425855464e+18,,,,,,,tic_near,685.518,0.719,331.577,0.587,TIC gaia2,2019AJ....158..138S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.232,0.6,9.66183,,,,,,,,57.3649,0.4404,TIC gaia2,2019AJ....158..138S,17.4255,0.1348,TIC bj2018,2019AJ....158..138S,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,HD104006,5023,4.56,0.15,HD104006,179.61672,-41.92201
TIC 142305546,41.3096,-43.7363,,,142305546.0,4.947513192089475e+18,,,2MASS J02451431-4344102,,WDS J02452-4344A,LP  993-116,tic_near,13.0,8.0,-346.0,8.0,TIC tic7,2019AJ....158..138S,,,,,14.34,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,12.65,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,12.42,0.11,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.059,0.024,TIC,2019AJ....158..138S,7.525,0.042,TIC,2019AJ....158..138S,7.196,0.024,TIC,2019AJ....158..138S,9.674,0.04,,,,,,,,,,,Simbad,,7.0,,Simbad 2006AJ....132..866R,2006AJ....132..866R,0,M5,1985ApJS...59..197B,1,3111.0,,Simbad 2019ApJ...878..134K,2019ApJ...878..134K,5.600550446729944,,calculated_from_M_and_R,Calculated Value,,,,,-0.08,,Simbad 2019ApJ...878..134K,2019ApJ...878..134K,-2.9754189295673465,,update_TIC,Calculated Value,0.1119806948085603,,calc_from_L_and_Teff,Calculated Value,0.1822926402457921,0.0039507352461666,Mann2019,Calculated Value,0,,,,,,5.586675,11.597214,4.947513192089473e+18,5.586675,11.597214,4.947513192089473e+18,1,0,A,0.4,0.8000000000000007,,,,0,,HD89920,4827,4.32,0.1,HD89920,155.45703,-44.51111
TIC 115273603,25.7636429729,-38.66871119623,,,115273603.0,4.962206859325822e+18,,,2MASS J01430325-3840074,7542-00984-1,,SCR J0143-3840,tic_near,193.0,8.0,-34.0,8.0,TIC sblink,2019AJ....158..138S,,,,,13.53,0.43,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,11.545,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.174,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.22,,Simbad 2011AJ....142...10B,2011AJ....142...10B,8.524,0.026,TIC,2019AJ....158..138S,7.849,0.034,TIC,2019AJ....158..138S,7.684,0.027,TIC,2019AJ....158..138S,9.769,0.008,10.8227,,,,11.8066,,9.79034,,24.6734,1.1363,Simbad 2018yCat.1345....0G,2018yCat.1345....0G,40.498,1.869,Simbad 2020AJ....160...83S,2020AJ....160...83S,0,M1,2014MNRAS.443.2561G,1,3757.0,,TIC,2019AJ....158..138S,4.623822538603609,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.1202074174973995,,update_TIC,Calculated Value,0.649929943159419,,calc_from_L_and_Teff,Calculated Value,0.6478701985328987,0.0153489289915184,Mann2019,Calculated Value,0,,,,,,3.13205,11.434489,4.962206859325822e+18,2.859746,11.531384,4.962206859323938e+18,0,0,,,,,,,0,,HD87521,4854,4.37,0.76,HD87521,151.14156,-39.31687
TIC 70514365,32.76,-35.6716,32.759174209103335,-35.67252581213024,70514365.0,,4.968258979345754e+18,,2MASS J02110238-3540173,7009-1256-2,WDS J02110-3540B,HD  13513B,tic_near,-152.03,2.0,-218.12,2.0,TIC tic7,2019AJ....158..138S,,,,,11.82,,TIC tycho2,2019AJ....158..138S,11.92,0.1,TIC cdwrf,2019AJ....158..138S,11.59,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.613,0.029,TIC,2019AJ....158..138S,7.0,0.108,TIC,2019AJ....158..138S,6.674,0.071,TIC,2019AJ....158..138S,9.228,0.053,10.964579582214355,0.0027753694296979,gaia_dr3,2023A&A...674A...1G,12.114399909973145,0.0041441640842314,9.852355003356934,0.007984899996786,44.6878,0.0288,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,22.377,0.0144,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,,,1,3445.0,9.0,gspspec,2023A&A...674A...1G,4.804653862806019,0.0665106929666088,calculated_from_M_and_R,Calculated Value,4.389999866485596,0.0199999809265136,gspspec,2023A&A...674A...1G,-0.5199999809265137,0.0349999964237213,gspspec [M/H],2023A&A...674A...1G,-1.4791376825310856,0.0654691714683101,gaia_dr3_flame,2023A&A...674A...1G,0.5113348005932112,0.0386339265554636,calc_from_L_and_Teff,Calculated Value,0.6081307131847274,0.0151374132884399,Mann2019,Calculated Value,0,,,,,,3.733069,9.707009,4.968258983641774e+18,3.733069,9.707009,4.968258983641774e+18,1,1,B,3.7,-1.3900000000000006,4.968258983641774e+18,3.7331,-1.2576,0,,HIP46933,4487,4.22,0.22,HIP46933,143.48386,-39.59443
TIC 165165108,47.3425,-39.1842,,,165165108.0,,,,2MASS J03092219-3911031,,,LP  994-114,tic_near,349.0,8.0,66.0,8.0,TIC tic7,2019AJ....158..138S,,,,,,,,,12.85,0.2,TIC cdwrf,2019AJ....158..138S,12.516,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,10.37,0.02,Simbad 2005yCat.2263....0D,2005yCat.2263....0D,8.996,0.02,TIC,2019AJ....158..138S,8.373,0.02,TIC,2019AJ....158..138S,8.149,0.033,TIC,2019AJ....158..138S,10.489,0.06,,,,,,,,,,,,,37.0495,,TIC,2019AJ....158..138S,0,M3,2013A&A...556A..15R,1,3361.0,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,5.060491962177971,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.820448208834812,,update_TIC,Calculated Value,0.3626532012688001,,calc_from_L_and_Teff,Calculated Value,0.5513245933964647,0.0133326204891713,Mann2019,Calculated Value,0,,,,,,5.878113,12.307773,5.044744654601062e+18,5.815217,12.464453,5.044744654602055e+18,0,0,,,,,,,0,,HD85119,5425,4.52,0.93,HD85119,147.20872,-37.30965
TIC 159966544,49.7427,-36.393,,,159966544.0,5.046897017332804e+18,,15439.0,2MASS J03185824-3623346,7026-00512-1,,CD-36  1252,tic_near,-154.83,2.0,-124.86,2.0,TIC tic7,2019AJ....158..138S,14.555,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,13.362,0.11,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.881,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.492,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.513,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.206,0.024,TIC,2019AJ....158..138S,7.633,0.051,TIC,2019AJ....158..138S,7.395,0.02,TIC,2019AJ....158..138S,9.6,0.04,,,,,,,,,45.8737,0.1707,Simbad 2018yCat.1345....0G,2018yCat.1345....0G,21.799,0.0811,Simbad 2018yCat.1345....0G,2018yCat.1345....0G,0,M2+Vkee,2006AJ....132..161G,1,3200.0,,Simbad 2020AJ....160...83S,2020AJ....160...83S,4.543207180056461,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.440961616088113,0.069302791673484,update McDonald2017,2017MNRAS.471..770M,0.6192583626772251,,calc_from_L_and_Teff,Calculated Value,0.4885210850900065,0.010971903639033,Mann2019,Calculated Value,0,,,,,,3.179032,10.841882,5.046897017332804e+18,3.179032,10.841882,5.046897017332804e+18,0,0,,,,,,,0,,HIP54597,4799,4.43,0.52,HIP54597,167.60827,-29.41398
TIC 407585760,49.8717,-30.9956,,,407585760.0,5.055136276435147e+18,,,2MASS J03192922-3059438,,,LP  887-74,tic_near,275.11,2.0,252.47,2.0,TIC tic7,2019AJ....158..138S,,,,,15.7,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,14.02,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.78,0.08,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.18,,Simbad 2008MNRAS.389..585C,2008MNRAS.389..585C,9.649,0.022,TIC,2019AJ....158..138S,9.062,0.023,TIC,2019AJ....158..138S,8.778,0.023,TIC,2019AJ....158..138S,11.242,0.04,,,,,,,,,39.0218,0.4758,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,25.6267,0.3124,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,,,1,4446.0,,Simbad 2020AJ....160...83S,2020AJ....160...83S,5.855636040882278,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-2.452694578493338,,update_TIC,Calculated Value,0.1000844112743052,,calc_from_L_and_Teff,Calculated Value,0.262,0.057,TIC,2019AJ....158..138S,0,,,,,,6.079221,12.79933,5.055136276435763e+18,6.079221,12.79933,5.055136276435763e+18,0,0,,,,,,,0,,HD89965,5039,4.48,0.72,HD89965,155.59787,-28.84762
TIC 651533420,56.35038871276,-27.86279331024,,,651533420.0,5.080543413171185e+18,,,,6454-169-2,WDS J03454-2752B,HD  23588B,tic_near,264.592,0.11,159.854,0.221,TIC gaia2,2019AJ....158..138S,,,,,12.26,0.1,Simbad 2002A&A...384..180F,2002A&A...384..180F,10.97,0.1,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,10.004,0.6,10.4338,,,,10.2458,,,,47.9444,0.0942,TIC gaia2,2019AJ....158..138S,20.8451,0.0413,TIC bj2018,2019AJ....158..138S,0,M3V,1976AJ.....81..245E,1,4139.159544923024,,Pecaut_and_Mamajek_2013,Calculated Value,5.154928729437447,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.4830506580203913,,Pecaut_and_Mamajek_2013,Calculated Value,0.3526167858076633,,calc_from_L_and_Teff,Calculated Value,0.6478389670404919,0.076278066854551,TIC_teff_mass_relation,Calculated Value,0,,,,,,6.262693,7.948594,5.080543413172761e+18,4.94641,,5.080543413173528e+18,1,0,B,1.4,-2.729999999999998,,,,0,,HD88656,5150,4.44,0.81,HD88656,153.21991,-28.51338
TIC 149840891,62.32879573283,-20.41645280514,,,149840891.0,5.091025641634025e+18,,,2MASS J04091893-2024589,5889-01357-1,WDS J04093-2025AB,HD  26347,tic_near,36.807,2.131,2.991,2.376,TIC gaia2,2019AJ....158..138S,,,,,9.78,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,9.15,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.98,0.032,TIC,2019AJ....158..138S,7.687,0.033,TIC,2019AJ....158..138S,7.609,0.021,TIC,2019AJ....158..138S,8.588,0.006,8.99294,,,,9.28551,,8.5159,,51.1404,1.5315,TIC gaia2,2019AJ....158..138S,19.5771,0.5924,TIC bj2018,2019AJ....158..138S,0,G2/3V,1988MSS...C04....0H,1,5831.78120726737,,Pecaut_and_Mamajek_2013,Calculated Value,5.620720352867977,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.143196217286751,,calc_from_gaia,Calculated Value,0.2626951726071948,,calc_from_L_and_Teff,Calculated Value,1.0508891538557608,0.1226276810886769,TIC_teff_mass_relation,Calculated Value,0,,,,,,0.566343,9.6108,5.091025641634025e+18,0.566343,9.6108,5.091025641634025e+18,1,0,AB,0.4,0.0,,,,0,,HD90812,5164,4.48,0.64,HD90812,157.17868,-27.36604
TIC 64008127,37.1331,-20.0406,,,64008127.0,,,,2MASS J02283188-2002265,,,,tic_near,651.71,2.0,255.02,2.0,TIC tic7,2019AJ....158..138S,,,,,14.559,0.141,TIC apassdr9,2019AJ....158..138S,12.847,0.021,TIC cdwrf,2019AJ....158..138S,,,,,,,,,9.181,0.027,TIC,2019AJ....158..138S,8.571,0.029,TIC,2019AJ....158..138S,8.347,0.021,TIC,2019AJ....158..138S,10.554,0.04,,,,,,,,,,,,,46.7251,,TIC,2019AJ....158..138S,0,,,1,3151.752744476394,,Pecaut_and_Mamajek_2013,Calculated Value,5.019210076247456,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.8560488835760365,,update_TIC,Calculated Value,0.395843869826426,,calc_from_L_and_Teff,Calculated Value,0.5972969489488749,0.0150020045631587,Mann2019,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,HD93380,4649,4.35,0.21,HD93380,161.65376,-24.58548
TIC 471012735,33.9537,-12.6743,,,471012735.0,,,,2MASS J02154883-1240276,,,,tic_near,544.2,2.0,219.89,2.0,TIC tic7,2019AJ....158..138S,,,,,14.549,0.03,TIC apassdr9,2019AJ....158..138S,12.991,0.017,TIC cdwrf,2019AJ....158..138S,,,,,,,,,9.051,0.024,TIC,2019AJ....158..138S,8.465,0.053,TIC,2019AJ....158..138S,8.171,0.036,TIC,2019AJ....158..138S,10.513,0.04,,,,,,,,,,,,,35.9745,,TIC,2019AJ....158..138S,0,,,1,3371.4304705298864,,Pecaut_and_Mamajek_2013,Calculated Value,5.090235358860783,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.855425792390384,,update_TIC,Calculated Value,0.3461874609213087,,calc_from_L_and_Teff,Calculated Value,0.538010062573364,0.012723943344027,Mann2019,Calculated Value,0,,,,,,8.534988,11.821003,5.150342983988468e+18,8.534988,11.821003,5.150342983988468e+18,0,0,,,,,,,0,,HD42505,4738,4.4,0.61,HD42505,91.68265,-62.68262
TIC 98796342,45.4627,-16.592,,,98796342.0,,5.153091836072107e+18,,2MASS J03015107-1635306,,WDS J03019-1633BC,NAME BD-17 588BC,tic_near,-338.0,8.0,-270.0,8.0,TIC tic7,2019AJ....158..138S,,,,,12.3,0.05,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,10.59,0.05,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.06,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.11,0.019,TIC,2019AJ....158..138S,6.56,0.02,TIC,2019AJ....158..138S,6.285,0.02,TIC,2019AJ....158..138S,8.554,0.058,,,,,,,,,139.7,4.99,Simbad 2006AJ....132.2360H,2006AJ....132.2360H,7.158196134574088,0.2556864617861467,Simbad plx 2006AJ....132.2360H,2006AJ....132.2360H,0,M2.5V,2015AJ....149..106D,1,3339.0,,Simbad 2019ApJ...878..134K,2019ApJ...878..134K,4.467964561464803,,calculated_from_M_and_R,Calculated Value,,,,,-0.33,,Simbad 2019ApJ...878..134K,2019ApJ...878..134K,-1.5221286684271138,,Pecaut_and_Mamajek_2013,Calculated Value,0.5180306695399052,,calc_from_L_and_Teff,Calculated Value,0.2874801608652455,0.006365288139359,Mann2019,Calculated Value,0,,,,,,9.167503,10.058402,5.153091836072107e+18,9.167503,10.058402,5.153091836072107e+18,1,0,BC,1.2,0.7999999999999989,,,,0,,HIP38324,4615,4.39,0.48,HIP38324,117.76394,-50.305
TIC 98755656,44.5426,-12.8852,,,98755656.0,,,,2MASS J02581021-1253066,,,,tic_near,289.48,2.0,584.25,2.0,TIC tic7,2019AJ....158..138S,,,,,14.421,0.048,TIC apassdr9,2019AJ....158..138S,12.669,0.025,TIC cdwrf,2019AJ....158..138S,,,,,,,,,8.952,0.024,TIC,2019AJ....158..138S,8.45,0.042,TIC,2019AJ....158..138S,8.199,0.026,TIC,2019AJ....158..138S,10.372,0.04,,,,,,,,,,,,,36.5571,,TIC,2019AJ....158..138S,0,,,1,3132.0041971443097,,Pecaut_and_Mamajek_2013,Calculated Value,5.389205429506253,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-2.281498311132726,,update_TIC,Calculated Value,0.2456172239561579,,calc_from_L_and_Teff,Calculated Value,0.5390827550886939,0.0127722859139109,Mann2019,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,HD68607,5215,4.41,0.82,HD68607,122.79035,-46.29739
TIC 38511303,55.8419,-9.5642,,,38511303.0,5.164137461165628e+18,,,2MASS J03432204-0933512,,,G 160-19,tic_near,450.29,2.0,323.95,2.0,TIC tic7,2019AJ....158..138S,,,,,16.337,,Simbad,,14.59,,Simbad 2004AJ....128..463R,2004AJ....128..463R,13.27,,Simbad 2004AJ....128..463R,2004AJ....128..463R,11.56,,Simbad 2004AJ....128..463R,2004AJ....128..463R,9.799,0.026,TIC,2019AJ....158..138S,9.177,0.023,TIC,2019AJ....158..138S,8.854,0.019,TIC,2019AJ....158..138S,11.574,0.052,,,,,,,,,49.6467,0.2539,Simbad 2018yCat.1345....0G,2018yCat.1345....0G,20.1423,0.103,Simbad 2018yCat.1345....0G,2018yCat.1345....0G,0,M4.5V,2014AJ....148...91L,1,3133.602936840036,,Pecaut_and_Mamajek_2013,Calculated Value,4.957335841824982,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-2.187815821152684,,Pecaut_and_Mamajek_2013,Calculated Value,0.2733108061438108,,calc_from_L_and_Teff,Calculated Value,0.2469345284123411,0.0054077685586116,Mann2019,Calculated Value,0,,,,,,8.64468,13.050885,5.164137461165628e+18,8.64468,13.050885,5.164137461165628e+18,0,0,,,,,,,0,,HIP39470,4571,4.4,0.61,HIP39470,121.00785,-35.27618
