star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,HD,Simbad,RAJ2000,DEJ2000,EWHa,u_vsini,vsini,S,u_S,RHK,u_RHK
TIC 149396581,139.472689,28.560568,,,149396581.0,,6.956149004222214e+17,45617.0,2MASS J09175344+2833384,1957-00446-1,WDS J09179+2834AB,HD  79969,tic_near,50.0,8.0,-508.0,8.0,TIC tic7,2019AJ....158..138S,,,,,8.22,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,7.21,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,5.382,0.029,TIC,2019AJ....158..138S,4.893,0.023,TIC,2019AJ....158..138S,4.767,0.017,TIC,2019AJ....158..138S,6.264,0.036,,,,,,,,,57.05,1.08,TIC hip,2019AJ....158..138S,17.5284837861525,0.3318275633487239,TIC plx hip,2019AJ....158..138S,0,K3V,2003AJ....126.2048G,1,4806.0,29.0,Pastel,2022A&A...663A...4S,4.390944789411226,0.0351769528114092,calculated_from_M_and_R,Calculated Value,4.4,0.08,Pastel,2022A&A...663A...4S,-0.05,0.05,Pastel,2022A&A...663A...4S,-0.3625623670437447,0.0307874512450729,update McDonald2017,2017MNRAS.471..770M,0.9501757194754652,0.0355779132628133,calc_from_L_and_Teff,Calculated Value,0.81,0.0249999999999999,gcs_reanalysis,2011A&A...530A.138C,0,7.42,4.625,gcs_reanalysis,2011A&A...530A.138C,,,,,,,,1,0,AB,0.5,0.0999999999999996,,,,0,,75302,Simbad,08 49 12.53,+03 29 05.3,2.02,0,12.61,0.266,ok,-4.63,
TIC 518659900,346.97445928381,75.38767584505,,,518659900.0,2.2328944370951398e+18,,,,4601-3531-2,WDS J23079+7523B,* pi. Cep B,tic_bright,6.0,1.9,-30.9,1.8,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,7.19,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,6.75,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,6.281,0.6,6.71119,,,,,,,,,,,,,,,,0,F3V,,1,5505.0,50.0,Pastel,2022A&A...663A...4S,,,,,3.95,0.36,Pastel,2022A&A...663A...4S,0.12,0.16,Pastel,2022A&A...663A...4S,,,,,,,,,,,,,0,,,,,,1.13606,4.260484,2.2328944370980378e+18,1.13606,4.260484,2.2328944370980378e+18,1,0,B,1.1,-2.1899999999999995,,,,0,,166181,Simbad,18 08 16.02,+29 41 28.2,3.33,1,35.3,0.691,ok,-4.13,
TIC 416187721,75.400808,61.079357,75.4010525081457,61.078665087822856,416187721.0,2.853178085071918e+17,2.853178085071918e+17,,2MASS J05013619+6104456,,WDS J05016+6105B,HD  31662B,tic_bright,22.487,0.038,-182.067,0.034,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,,,,,6.43,,TIC tycho2,2019AJ....158..138S,11.678,0.065,TIC gaia2,2019AJ....158..138S,,,,,,,,,6.53,0.262,TIC,2019AJ....158..138S,6.778,0.371,TIC,2019AJ....158..138S,6.731,0.088,TIC,2019AJ....158..138S,6.284,0.265,11.12142848968506,0.0028227161895448,gaia_dr3,2023A&A...674A...1G,12.067763328552246,0.006287088276964,10.085577964782717,0.0040467362479094,28.3745,0.0353,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,35.243,0.0438,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,,,1,3940.0,55.0,gspspec,2023A&A...674A...1G,4.803910219353888,0.0497611232659715,calculated_from_M_and_R,Calculated Value,5.03000020980835,0.0250000953674316,gspspec,2023A&A...674A...1G,0.0799999982118606,0.044999998062849,gspspec [M/H],2023A&A...674A...1G,-1.2415686389925706,0.0427219276345142,calc_from_gaia,Calculated Value,0.5138967625177545,0.0290643289124645,calc_from_L_and_Teff,Calculated Value,0.613189,0.011202,Kordopatis2023,2023A&A...669A.104K,0,9.084799,0.567361,Kordopatis2023,2023A&A...669A.104K,,7.799452,5.938819,2.8531780850719194e+17,2.526996,11.121428,2.853178085071918e+17,1,1,B,5.4,-5.47,2.8531780850719194e+17,5.41,-5.1826,0,,984,Simbad,00 14 10.25,-07 11 57.0,2.99,1,42.13,0.296,ok,-4.43,
TIC 86519791,272.124083,-45.767181,,,86519791.0,,,,2MASS J18082977-4546018,,,,tic_bright,,,,,,,,,,,6.07,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,6.539,0.124,TIC,2019AJ....158..138S,6.737,0.11,TIC,2019AJ....158..138S,6.706,0.098,TIC,2019AJ....158..138S,6.352,0.132,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.420523,6.147855,6.719878657084604e+18,0.800047,9.721075,6.719878657084606e+18,0,0,,,,,,,0,,108944,Simbad,12 31 00.74,+31 25 25.8,3.22,1,21.87,0.25,ok,-4.56,
TIC 25300818,327.852502,-23.270528,327.8541764264102,-23.27099994754639,25300818.0,,6.813759564048865e+18,107877.0,2MASS J21512456-2316137,6953-01530-1,,HD 207692,tic_near,337.47,2.0,-85.56,2.0,TIC tic7,2019AJ....158..138S,,,,,7.34,,Simbad,,6.86,,Simbad,,,,,,,,,,5.884,0.021,TIC,2019AJ....158..138S,5.643,0.027,TIC,2019AJ....158..138S,5.583,0.02,TIC,2019AJ....158..138S,6.377,0.03,6.737809658050537,0.0027601820790091,gaia_dr3,2023A&A...674A...1G,6.981912136077881,0.0028089763677261,6.325343608856201,0.0038040056019966,24.967,0.0264,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,40.0529,0.0423,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,F6V,1988MSS...C04....0H,1,6281.0,53.0,Pastel,2022A&A...663A...4S,4.260083162589312,0.0208431339871364,calculated_from_M_and_R,Calculated Value,4.2,0.1,Pastel,2022A&A...663A...4S,-0.24,0.05,Pastel,2022A&A...663A...4S,0.3953882466493718,0.001229517748376,gaia_dr3_flame,2023A&A...674A...1G,1.3313406156043917,0.0225469922282787,calc_from_L_and_Teff,Calculated Value,1.1765053272247314,0.0400026440620423,gaia_dr3_flame,2023A&A...674A...1G,0,3.977009534835815,0.6140928268432617,gaia_dr3_flame,2023A&A...674A...1G,,7.817151,15.23197,6.813759564048571e+18,7.817151,15.23197,6.813759564048571e+18,1,0,,,,6.813759564048571e+18,7.8172,8.4942,0,,106252,Simbad,12 13 29.49,+10 02 29.9,2.23,0,10.0,0.162,ok,-4.97,
TIC 135041892,198.732148,-11.369411,198.73128896209496,-11.370799803450224,135041892.0,,3.6219295010581074e+18,64638.0,2MASS J13145572-1122096,5540-01334-1,"WDS J13149-1122Aa,Ab",HD 115080,tic_near,-191.65,2.0,-311.17,2.0,TIC tic7,2019AJ....158..138S,,,,,7.73,,Simbad,,7.04,,Simbad,,,,,,,,,,5.746,0.021,TIC,2019AJ....158..138S,5.415,0.029,TIC,2019AJ....158..138S,5.31,0.018,TIC,2019AJ....158..138S,6.391,0.03,7.018479824066162,0.0055646907194251,gaia_dr3,2023A&A...674A...1G,7.19577693939209,0.0034459880789094,6.3382086753845215,0.0038866368348634,26.187,0.2686,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,38.1869,0.3916,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,G1.5V,2006AJ....132..161G,1,5647.0,,TIC,2019AJ....158..138S,4.112264036074528,,calculated_from_M_and_R,Calculated Value,,,,,-0.13,,gcs_reanalysis,2011A&A...530A.138C,0.2877694524902957,,gcs_Fbol,Calculated Value,1.455130003626439,,calc_from_L_and_Teff,Calculated Value,1.0,0.025,gcs_reanalysis,2011A&A...530A.138C,0,10.77,1.0,gcs_reanalysis,2011A&A...530A.138C,,,,,,,,1,1,"Aa,Ab",0.5,1.790000000000001,,,,0,,28069,Simbad,04 25 57.33,+05 09 00.6,3.32,1,30.27,0.256,ok,-4.53,
TIC 304379559,315.670641,45.884769,,,304379559.0,,,,2MASS J21024095+4553051,,,,tic_bright,,,,,,,,,,,8.68,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,5.951,9.998,TIC,2019AJ....158..138S,5.426,0.023,TIC,2019AJ....158..138S,6.592,,TIC,2019AJ....158..138S,6.393,9.998,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.960742,7.431637,2.1635588559150684e+18,4.960742,7.431637,2.1635588559150684e+18,0,0,,,,,,,0,,113449,Simbad,13 03 49.68,-05 09 42.4,1.3,0,18.04,0.515,ok,-4.42,c
TIC 520725468,170.98153156255,10.52932437937,,,520725468.0,3.9156126302486154e+18,,,,858-1221-2,WDS J11239+1032B,* iot Leo B,tic_near,177.272,0.495,-52.965,0.84,TIC gaia2,2019AJ....158..138S,,,,,7.62,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,6.71,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,6.499,0.036,6.8423,,,,6.7434,,6.09443,,41.4956,0.3505,TIC gaia2,2019AJ....158..138S,24.0854,0.2049,TIC bj2018,2019AJ....158..138S,0,F5V,1935ApJ....81..187A,1,4999.040251297091,,Pecaut_and_Mamajek_2013,Calculated Value,4.164983171133322,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-0.0584066753175661,,calc_from_gaia,Calculated Value,1.2464533809557994,,calc_from_L_and_Teff,Calculated Value,0.828452520741513,0.0924953972674441,TIC_teff_mass_relation,Calculated Value,0,,,,,,0.95199,3.907387,3.915612630249291e+18,0.95199,3.907387,3.915612630249291e+18,1,0,B,2.3,-2.6500000000000004,,,,0,,7661,Simbad,01 16 24.18,-12 05 49.3,2.04,0,10.0,0.479,ok,-4.35,
TIC 435816192,297.609363,24.153937,,,435816192.0,,,,2MASS J19502624+2409142,2140-00517-1,WDS J19504+2409AB,HD 187689,tic_bright,2.3,1.1,-18.3,1.0,TIC tic7,2019AJ....158..138S,,,,,8.9,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.9,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.144,0.02,TIC,2019AJ....158..138S,5.7,0.016,TIC,2019AJ....158..138S,5.608,0.016,TIC,2019AJ....158..138S,6.53,0.017,,,,,,,,,,,,,,,,,0,K0,1993yCat.3135....0C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.312844,8.15869,2.0205769550828754e+18,0.312844,8.15869,2.0205769550828754e+18,1,0,AB,0.3,0.1999999999999993,,,,0,,20430,Simbad,03 17 26.39,+07 39 20.9,2.74,0,10.0,0.209,ok,-4.73,
TIC 32542038,235.758218,-10.933423,,,32542038.0,,,,2MASS J15430197-1056003,,,,tic_bright,,,,,,,,,,,7.642,0.0,TIC apassdr9,2019AJ....158..138S,7.061,0.06,TIC apassdr9,2019AJ....158..138S,,,,,,,,,15.349,0.235,TIC,2019AJ....158..138S,15.133,0.234,TIC,2019AJ....158..138S,13.844,,TIC,2019AJ....158..138S,6.554,0.561,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5.286639,7.035969,6.268770373590148e+18,5.286639,7.035969,6.268770373590148e+18,0,0,,,,,,,0,,138004,Simbad,15 27 40.37,+42 52 53.2,2.41,0,10.0,0.192,ok,-4.85,
TIC 88348779,44.311218,-24.969425,,,88348779.0,,,13772.0,2MASS J02571468-2458098,6437-00958-1,WDS J02572-2458AB,HD  18455,tic_near,30.0,8.0,-37.0,8.0,TIC tic7,2019AJ....158..138S,8.739,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.2,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.331,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.91,0.17,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,6.424,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.81,0.019,TIC,2019AJ....158..138S,5.387,0.02,TIC,2019AJ....158..138S,5.262,0.017,TIC,2019AJ....158..138S,6.567,0.029,,,,,,,,,44.51,2.09,Simbad 2007A&A...474..653V,2007A&A...474..653V,22.47,1.05,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,0,K2V,2006AJ....132..161G,1,5108.0,41.0,Pastel,2022A&A...663A...4S,4.6856683111549815,,calculated_from_M_and_R,Calculated Value,4.44,0.1,Pastel,2022A&A...663A...4S,-0.08,0.05,Pastel,2022A&A...663A...4S,-0.535623133110282,,gcs_Fbol,Calculated Value,0.689190529719467,,calc_from_L_and_Teff,Calculated Value,0.84,0.02,gcs_reanalysis,2011A&A...530A.138C,0,10.56,3.46,gcs_reanalysis,2011A&A...530A.138C,,0.670357,7.810227,5.076269164798852e+18,0.670357,7.810227,5.076269164798852e+18,1,0,AB,0.2,0.1399999999999988,,,,0,,217343,Simbad,23 00 19.30,-26 09 13.6,1.91,0,11.11,0.393,ok,-4.35,
TIC 471012437,90.080717,-31.030274,,,471012437.0,,,,2MASS J06001940-3101494,,,,tic_bright,-471.01,2.0,495.05,2.0,TIC tic7,2019AJ....158..138S,,,,,8.944,0.032,TIC apassdr9,2019AJ....158..138S,7.85,0.1,TIC cdwarf,2019AJ....158..138S,,,,,,,,,5.659,0.02,TIC,2019AJ....158..138S,5.07,0.027,TIC,2019AJ....158..138S,4.902,0.018,TIC,2019AJ....158..138S,6.588,0.046,,,,,,,,,,,,,,,,,0,,,1,4645.537473723362,,Pecaut_and_Mamajek_2013,Calculated Value,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,9.092011,8.51837,2.8911850709869645e+18,9.092011,8.51837,2.8911850709869645e+18,0,0,,,,,,,0,,145229,Simbad,16 09 26.63,+11 34 28.3,2.33,0,10.0,0.249,ok,-4.59,
TIC 161335008,343.8158215766,-48.46544946877,,,161335008.0,6.515008644030386e+18,,113191.0,2MASS J22551614-4827566,8450-01347-1,WDS J22553-4828AB,HD 216655,tic_bright,-227.04,0.69,62.29,0.82,Simbad 2007A&A...474..653V,2007A&A...474..653V,,,,,9.3,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,8.91,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,7.82,0.43,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,6.011,0.021,TIC,2019AJ....158..138S,5.758,0.067,TIC,2019AJ....158..138S,5.654,0.026,TIC,2019AJ....158..138S,6.617,0.009,6.99892,,,,7.19564,,6.47123,,20.97,0.84,Simbad 2007A&A...474..653V,2007A&A...474..653V,47.68717215069147,1.9102157656929344,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,G3/6,1978MSS...C02....0H,0,6008.0,,TIC,2019AJ....158..138S,4.106367385077943,,calculated_from_M_and_R,Calculated Value,,,,,-0.19,,gcs_reanalysis,2011A&A...530A.138C,0.4505326711939943,,gcs_Fbol,Calculated Value,1.550454880548714,,calc_from_L_and_Teff,Calculated Value,1.12,0.0549999999999999,gcs_reanalysis,2011A&A...530A.138C,0,6.24,1.1199999999999997,gcs_reanalysis,2011A&A...530A.138C,,0.25003,7.574068,6.515008648326313e+18,0.25003,7.574068,6.515008648326313e+18,1,0,AB,0.6,1.62,,,,0,,26990,Simbad,04 16 16.50,+07 09 34.2,2.59,0,10.0,0.252,ok,-4.62,
TIC 357401721,185.492393,15.395851,,,357401721.0,,,,2MASS J12215817+1523450,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,5.963,0.035,TIC,2019AJ....158..138S,5.586,0.044,TIC,2019AJ....158..138S,5.505,0.021,TIC,2019AJ....158..138S,6.637,0.056,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,31392,Simbad,04 54 04.20,-35 24 16.4,2.15,0,12.35,0.257,ok,-4.72,
TIC 466779616,309.907204,4.972013,309.9111226218292,4.972398038637072,466779616.0,,1.7354165871802145e+18,101955.0,2MASS J20393775+0458192,0519-00866-1,WDS J20396+0458AB,HD 196795,tic_near,893.42,2.0,87.64,2.0,TIC tic7,2019AJ....158..138S,10.218,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.084,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.842,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.065,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.382,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.509,0.021,TIC,2019AJ....158..138S,4.899,0.016,TIC,2019AJ....158..138S,4.739,0.018,TIC,2019AJ....158..138S,6.695,0.03,7.644552230834961,0.0039752164263058,gaia_dr3,2023A&A...674A...1G,8.089568138122559,0.0029753856156763,6.529977798461914,0.0038443784335368,59.8,3.42,Simbad 2007A&A...474..653V,2007A&A...474..653V,16.72,0.96,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,0,K5V,1989ApJS...71..245K,1,4313.0,,Simbad 2015ApJS..220...16T,2015ApJS..220...16T,4.355493225733945,,calculated_from_M_and_R,Calculated Value,,,,,-0.19,,Simbad 2015ApJS..220...16T,2015ApJS..220...16T,-0.5949068963345931,,calc_from_gaia,Calculated Value,0.902901304285901,,calc_from_L_and_Teff,Calculated Value,0.6740718008101083,0.0767964658037671,TIC_teff_mass_relation,Calculated Value,0,,,,,,8.956723,19.132576,1.7354165828839972e+18,8.956723,19.132576,1.7354165828839972e+18,1,1,AB,0.3,1.3500000000000014,,,,0,,171488,Simbad,18 34 20.09,+18 41 24.3,2.78,1,38.48,0.491,ok,-4.21,
TIC 185994898,303.025329,46.326248,,,185994898.0,,,,2MASS J20120607+4619344,,,,tic_bright,,,,,,,,,,,8.47,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.661,,TIC,2019AJ....158..138S,13.872,0.34,TIC,2019AJ....158..138S,13.94,0.292,TIC,2019AJ....158..138S,6.697,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.990998,8.377375,2.0825649467506698e+18,4.703789,18.02866,2.0825649467481457e+18,0,0,,,,,,,0,,82558,Simbad,09 32 25.59,-11 11 04.8,-0.18,1,27.28,1.26,ok,-4.06,c
TIC 131039814,189.222372,-32.175462,,,131039814.0,,,,2MASS J12365336-3210316,7251-00088-1,WDS J12369-3211AB,HD 109696,tic_bright,-1.7,1.1,-2.8,1.2,TIC tic7,2019AJ....158..138S,,,,,9.18,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.92,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.729,0.018,TIC,2019AJ....158..138S,5.151,0.036,TIC,2019AJ....158..138S,4.935,0.017,TIC,2019AJ....158..138S,6.706,0.017,,,,,,,,,,,,,,,,,0,K2III,1982MSS...C03....0H,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.270189,8.117075,6.160219129628694e+18,0.270189,8.117075,6.160219129628694e+18,1,0,AB,0.3,1.209999999999999,,,,0,,29231,Simbad,04 34 38.50,-35 39 28.8,2.16,0,10.0,0.237,ok,-4.76,
TIC 328030874,9.805289,3.133924,9.808760847631484,3.1352504193721487,328030874.0,2.550696212836483e+18,2.550696212836483e+18,3086.0,2MASS J00391330+0308023,0013-01473-1,,HD   3628,tic_near,783.713,0.043,297.932,0.031,TIC tic7,2019AJ....158..138S,,,,,7.969,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.339,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.9,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,6.192,0.021,TIC,2019AJ....158..138S,5.896,0.034,TIC,2019AJ....158..138S,5.806,0.024,TIC,2019AJ....158..138S,6.738,0.018,7.193043231964111,0.0027584000532712,gaia_dr3,2023A&A...674A...1G,7.506857872009277,0.0028052790153929,6.703723430633545,0.0038023477679907,22.9638,0.0215,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,43.5468,0.0407,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,G3V,1999MSS...C05....0H,1,5747.0,16.0,Pastel,2022A&A...663A...4S,4.14609594153811,0.018402706209106,calculated_from_M_and_R,Calculated Value,4.12,0.03,Pastel,2022A&A...663A...4S,-0.16,0.02,Pastel,2022A&A...663A...4S,0.2763060462601948,0.0013899996833689,gaia_dr3_flame,2023A&A...674A...1G,1.3865108539939777,0.0080327858222422,calc_from_L_and_Teff,Calculated Value,0.9814651012420654,0.0400033295154572,gaia_dr3_flame,2023A&A...674A...1G,0,11.364081382751465,1.0580153465270996,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,101472,Simbad,11 40 36.59,-08 24 20.3,2.79,0,10.0,0.23,ok,-4.62,
TIC 181589861,253.8698,-8.3363,,,181589861.0,,4.339465085630201e+18,82817.0,2MASS J16552880-0820103,5642-01503-1,WDS J16555-0820AB,HD 152751,tic_near,-801.56,2.0,-895.15,2.0,TIC tic7,2019AJ....158..138S,11.647,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,10.593,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.023,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.937,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.565,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.27,0.037,TIC,2019AJ....158..138S,4.775,0.017,TIC,2019AJ....158..138S,4.403,0.036,TIC,2019AJ....158..138S,6.758,0.037,,,,,,,,,161.41,5.64,Simbad 2007A&A...474..653V,2007A&A...474..653V,6.5,,Simbad 2010A&ARv..18...67T,2010A&ARv..18...67T,0,M3.5Ve,1974ApJS...28....1J,1,3441.0,,Simbad 2019ApJ...878..134K,2019ApJ...878..134K,4.581878647569898,,calculated_from_M_and_R,Calculated Value,,,,,-0.16,,Simbad 2019ApJ...878..134K,2019ApJ...878..134K,-1.30504339436311,,update McDonald2017,2017MNRAS.471..770M,0.6262699914654457,,calc_from_L_and_Teff,Calculated Value,0.5461780280346951,0.013096113945832,Mann2019,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.2,0.08,,,,0,,170778,Simbad,18 29 03.94,+43 56 21.6,2.83,0,11.59,0.293,ok,-4.5,
TIC 436278486,193.49669,-60.335602,,,436278486.0,,,,2MASS J12535920-6020081,,,,tic_bright,,,,,,,,,,,6.95,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,6.894,0.234,TIC,2019AJ....158..138S,7.209,0.289,TIC,2019AJ....158..138S,7.159,0.245,TIC,2019AJ....158..138S,6.775,0.255,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.37656,6.703452,6.05678003066434e+18,0.265791,12.966459,6.056780030629136e+18,0,0,,,,,,,0,,88201,Simbad,10 09 31.79,-32 50 48.0,2.41,0,10.66,0.294,ok,-4.46,
TIC 514810889,63.48478185378,9.26402603441,,,514810889.0,3.300128870245724e+18,,,,667-840-2,WDS J04139+0916B,*  47 Tau B,tic_bright,-11.0,1.8,-37.3,1.7,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,7.44,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,7.3,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,6.78,0.6,7.2103,,,,,,,,,,,,,,,,0,A7V:,1969AJ.....74..689S,1,8269.999999999996,,Pecaut_and_Mamajek_2013,Calculated Value,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.273017,4.703866,3.3001288702475756e+18,1.273017,4.703866,3.3001288702475756e+18,1,0,B,1.3,-2.2700000000000005,,,,0,,209779,Simbad,22 06 05.33,-05 21 29.2,2.37,0,12.17,0.258,ok,-4.63,
TIC 950553243,195.18344377173,56.36623111087,,,950553243.0,1.576850723935775e+18,,,,3845-1189-2,WDS J13007+5622B,*  78 UMa B,tic_bright,,,,,,,,,,,8.89,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,7.88,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,6.785,0.6,7.21512,,,,,,,,,,,,25.332788467407227,25.332788467407227,from_companion,Calculated Value,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.790574,4.885962,1.5768507239370173e+18,0.790574,4.885962,1.5768507239370173e+18,1,0,B,0.7,-2.8600000000000003,,,,0,,161897,Simbad,17 41 06.72,+72 25 13.2,2.22,0,10.37,0.749,e,-4.08,e
